Age,Gender,Education Level,Job Title,Years of Experience,Salary
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
27,Male,phD,Marketing Coordinator,7,120000
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
33,Male,Master's Degree,Software Engineer,8,120000
27,Female,Bachelor's Degree,Product Manager,2,65000
30,Male,PhD,Data Scientist,6,100000
36,Female,Bachelor's Degree,Financial Analyst,11,150000
29,Male,Bachelor's Degree,Marketing Analyst,3,65000
32,Female,Master's Degree,Software Engineer,9,120000
26,Male,Bachelor's Degree,Graphic Designer,1,45000
29,Female,Bachelor's Degree,Product Manager,5,80000
35,Male,PhD,Research Scientist,11,150000
27,Male,Bachelor's Degree,Software Engineer,2,65000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
28,Male,Master's Degree,Financial Analyst,4,90000
24,Female,Bachelor's Degree,Marketing Analyst,0,40000
30,Male,Bachelor's Degree,Project Manager,6,110000
34,Female,PhD,Research Director,12,170000
27,Male,Bachelor's Degree,Software Engineer,3,75000
33,Female,Master's Degree,Marketing Manager,8,120000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
25,Female,High School,Customer Service Representative,1,30000
36,Male,PhD,Research Scientist,13,180000
39,Female,Bachelor's Degree,Financial Manager,15,200000
26,Male,Bachelor's Degree,Product Designer,1,50000
31,Female,PhD,Data Scientist,8,140000
28,Male,Bachelor's Degree,Marketing Analyst,3,65000
32,Female,Bachelor's Degree,Product Manager,7,110000
24,Male,High School,Delivery Driver,0,28000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,210000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
26,Male,Bachelor's Degree,Product Designer,2,55000
31,Female,PhD,Data Scientist,8,140000
29,Male,Bachelor's Degree,Marketing Analyst,4,70000
33,Female,Master's Degree,Marketing Manager,9,130000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,12,170000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
34,Male,PhD,Research Director,11,160000
28,Female,Bachelor's Degree,Marketing Analyst,3,60000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
37,Male,Master's Degree,Marketing Director,14,190000
39,Female,Bachelor's Degree,Financial Manager,16,200000
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000
34,Male,Master's Degree,Software Engineer,9,125000
28,Female,Bachelor's Degree,Product Manager,3,70000
31,Male,PhD,Data Scientist,7,110000
37,Female,Bachelor's Degree,Financial Analyst,12,160000
30,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Software Engineer,8,120000
27,Male,Bachelor's Degree,Graphic Designer,2,50000
30,Female,Bachelor's Degree,Product Manager,5,85000
36,Male,PhD,Research Scientist,11,155000
28,Male,Bachelor's Degree,Software Engineer,3,70000
32,Female,Bachelor's Degree,Marketing Manager,8,115000
29,Male,Master's Degree,Financial Analyst,5,95000
25,Female,Bachelor's Degree,Marketing Analyst,0,40000
31,Male,Bachelor's Degree,Project Manager,6,115000
35,Female,PhD,Research Director,12,175000
28,Male,Bachelor's Degree,Software Engineer,3,70000
33,Female,Master's Degree,Marketing Manager,9,135000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
25,Female,High School,Customer Service Representative,1,30000
36,Male,PhD,Research Scientist,13,185000
40,Female,Bachelor's Degree,Financial Manager,15,210000
27,Male,Bachelor's Degree,Product Designer,1,45000
32,Female,PhD,Data Scientist,9,145000
28,Male,Bachelor's Degree,Marketing Analyst,3,70000
32,Female,Bachelor's Degree,Product Manager,7,120000
24,Male,High School,Delivery Driver,0,28000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
26,Female,Master's Degree,Software Engineer,2,75000
39,Male,PhD,Research Scientist,14,185000
32,Female,Bachelor's Degree,Marketing Manager,7,120000
28,Male,Bachelor's Degree,Graphic Designer,3,60000
35,Female,Master's Degree,Data Scientist,10,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Product Manager,8,135000
27,Male,Bachelor's Degree,Software Engineer,2,70000
36,Female,PhD,Research Director,12,175000
24,Male,High School,Delivery Driver,0,28000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
33,Female,Master's Degree,Marketing Manager,9,135000
27,Male,Bachelor's Degree,Software Engineer,3,80000
36,Female,PhD,Research Scientist,13,185000
25,Male,Bachelor's Degree,Product Manager,1,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000
34,Male,PhD,Research Director,12,170000
28,Female,Bachelor's Degree,Marketing Analyst,3,65000
32,Male,Bachelor's Degree,Product Manager,7,120000
24,Female,High School,Receptionist,0,25000
38,Male,Master's Degree,Marketing Director,14,195000
40,Female,Bachelor's Degree,Financial Manager,16,215000
27,Male,Bachelor's Degree,Product Designer,2,55000
32,Female,PhD,Data Scientist,9,145000
29,Male,Bachelor's Degree,Marketing Analyst,4,75000
29,Male,Bachelor's Degree,Sales Associate,2,45000
45,Female,Master's Degree,Sales Manager,8,80000
37,Male,PhD,Marketing Manager,7,90000
23,Female,High School,Sales Executive,1,35000
41,Male,Bachelor's Degree,Financial Manager,12,120000
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000
33,Male,Master's Degree,Content Marketing Manager,5,70000
28,Female,High School,Sales Representative,3,40000
50,Male,PhD,Senior Product Marketing Manager,15,150000
35,Female,Bachelor's Degree,Junior Sales Representative,2,35000
42,Male,Master's Degree,Director of Marketing,13,130000
27,Female,Bachelor's Degree,Sales Associate,1,35000
48,Male,PhD,Sales Director,18,180000
31,Female,High School,Financial Manager,4,60000
36,Male,Bachelor's Degree,Sales Manager,6,75000
25,Female,Master's Degree,Digital Marketing Manager,3,50000
39,Male,PhD,Marketing Manager,10,100000
30,Female,High School,Sales Executive,2,40000
44,Male,Bachelor's Degree,Content Marketing Manager,11,110000
29,Female,Master's Degree,Sales Representative,4,55000
47,Male,PhD,Senior Product Marketing Manager,17,170000
32,Female,Bachelor's Degree,Junior Sales Representative,3,40000
38,Male,Master's Degree,Director of Marketing,9,95000
24,Female,High School,Sales Associate,1,35000
40,Male,PhD,Sales Director,14,140000
34,Female,Bachelor's Degree,Financial Manager,5,70000
26,Male,Master's Degree,Digital Marketing Manager,3,50000
31,Female,PhD,Marketing Manager,6,75000
27,Male,High School,Sales Executive,2,40000
43,Female,Bachelor's Degree,Content Marketing Manager,12,120000
28,Male,Master's Degree,Sales Representative,2,40000
46,Female,PhD,Senior Product Marketing Manager,16,160000
33,Male,Bachelor's Degree,Junior Sales Representative,4,55000
39,Female,Master's Degree,Director of Marketing,10,100000
25,Male,High School,Sales Associate,1,35000
41,Female,Bachelor's Degree,Sales Manager,8,80000
35,Male,PhD,Marketing Manager,7,90000
23,Female,Bachelor's Degree,Sales Executive,1,35000
42,Male,Master's Degree,Financial Manager,13,130000
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000
32,Male,Master's Degree,Content Marketing Manager,5,70000
27,Female,High School,Sales Representative,3,40000
50,Male,PhD,Senior Product Marketing Manager,15,150000
36,Female,Bachelor's Degree,Junior Sales Representative,2,35000
48,Male,Master's Degree,Director of Marketing,18,180000
31,Female,High School,Sales Associate,2,40000
29,Male,Bachelor's Degree,Sales Director,6,75000
45,Female,PhD,Financial Manager,12,120000
25,Male,Master's Degree,Digital Marketing Manager,3,50000
37,Female,Bachelor's Degree,Marketing Manager,7,90000
23,Male,High School,Sales Executive,1,35000
41,Female,Bachelor's Degree,Content Marketing Manager,11,110000
26,Male,Master's Degree,Sales Representative,3,45000
33,Female,PhD,Senior Product Marketing Manager,5,70000
28,Male,Bachelor's Degree,Junior Sales Representative,1,30000
42,Female,Master's Degree,Director of Marketing,13,130000
27,Male,High School,Financial Manager,4,60000
50,Female,Bachelor's Degree,Sales Manager,15,150000
35,Male,PhD,Marketing Manager,8,80000
24,Female,Bachelor's Degree,Sales Executive,1,35000
46,Male,Master's Degree,Content Marketing Manager,16,160000
29,Female,High School,Sales Representative,2,40000
47,Male,PhD,Senior Product Marketing Manager,17,170000
31,Female,Bachelor's Degree,Junior Sales Representative,3,40000
38,Male,Master's Degree,Director of Marketing,9,95000
25,Female,High School,Sales Associate,1,35000
39,Male,Bachelor's Degree,Sales Director,10,100000
33,Female,PhD,Financial Manager,5,70000
27,Male,Master's Degree,Digital Marketing Manager,3,50000
43,Female,Bachelor's Degree,Marketing Manager,12,120000
28,Male,High School,Sales Executive,2,40000
31,Male,Bachelor's Degree,Sales Associate,3,50000
46,Female,Master's Degree,Marketing Manager,14,140000
27,Male,High School,Sales Executive,2,40000
38,Female,Bachelor's Degree,Financial Manager,10,100000
24,Male,PhD,Digital Marketing Manager,1,30000
33,Female,Master's Degree,Content Marketing Manager,6,75000
29,Male,High School,Sales Representative,2,40000
50,Female,Bachelor's Degree,Sales Manager,18,180000
35,Male,PhD,Senior Product Marketing Manager,8,80000
23,Female,Bachelor's Degree,Sales Executive,1,35000
41,Male,Master's Degree,Director of Marketing,12,120000
26,Female,High School,Financial Manager,3,45000
32,Male,Bachelor's Degree,Sales Director,7,90000
27,Female,PhD,Marketing Manager,4,55000
43,Male,Master's Degree,Content Marketing Manager,16,160000
28,Female,Bachelor's Degree,Sales Representative,2,40000
47,Male,PhD,Senior Product Marketing Manager,17,170000
31,Female,High School,Junior Sales Representative,3,40000
38,Male,Master's Degree,Director of Marketing,9,95000
25,Female,High School,Sales Associate,1,35000
39,Male,Bachelor's Degree,Sales Manager,11,110000
33,Female,PhD,Financial Manager,6,75000
27,Male,Master's Degree,Digital Marketing Manager,3,50000
43,Female,Bachelor's Degree,Marketing Manager,12,120000
28,Male,High School,Sales Executive,2,40000
50,Female,Master's Degree,Content Marketing Manager,15,150000
36,Male,Bachelor's Degree,Sales Representative,5,70000
48,Female,PhD,Senior Product Marketing Manager,19,190000
31,Male,High School,Junior Sales Representative,3,40000
29,Female,Bachelor's Degree,Sales Director,6,75000
45,Male,Master's Degree,Director of Marketing,14,140000
25,Female,High School,Sales Associate,1,35000
41,Male,Bachelor's Degree,Financial Manager,12,120000
35,Female,PhD,Marketing Manager,8,80000
23,Male,Bachelor's Degree,Sales Executive,1,35000
42,Female,Master's Degree,Sales Manager,13,130000
